;fecha_ingreso;id_credito;tipo_credito;monto_credito;cuota;saldo;numero_cuota;fecha_vencimiento;fecha_pago;importe_pagado;gastos;saldo.1;cuota.1;sucursal;codigo_comercio;codigo_cliente;codigo_direccion;localidad;codigo_postal;tipo_propiedad;telefono;nacionalidad;edad;sexo;estado_civil;cantidad_hijos;codigo_empresa;seccion;antiguedad_empleo;rubro_comercio
0;2017-01-02;1981_2;V3;990.0;439.0;0.0;3;2017-04-10;2017-03-07;439.0;0.0;0.0;;1;8.0;0;0;1;1625.0;alquilada;1;ARGENTINA;56;F;SOLTERA;0;4706;DOMESTICA;34;CALZADOS UNISEX
1;2017-01-02;1981_2;V3;990.0;439.0;878.0;1;2017-02-10;2017-01-06;439.0;0.0;0.0;;1;8.0;0;0;1;1625.0;alquilada;1;ARGENTINA;56;F;SOLTERA;0;4706;DOMESTICA;34;CALZADOS UNISEX
2;2017-01-02;1981_2;V3;990.0;439.0;439.0;2;2017-03-10;2017-02-08;439.0;0.0;0.0;;1;8.0;0;0;1;1625.0;alquilada;1;ARGENTINA;56;F;SOLTERA;0;4706;DOMESTICA;34;CALZADOS UNISEX
3;2014-10-20;888_2;V3;694.0;300.7;300.7;2;2014-12-10;2014-12-15;300.7;7.52;0.0;;1;17.0;1;1;1;1625.0;alquilada;1;ARGENTINA ;49;F;VIUDA ;2;4665;MAESTRANZA ;79;ROPA/INDUMENTARIA
4;2014-10-20;888_2;V3;694.0;300.7;0.0;3;2015-01-10;2015-01-10;300.7;0.0;0.0;;1;17.0;1;1;1;1625.0;alquilada;1;ARGENTINA ;49;F;VIUDA ;2;4665;MAESTRANZA ;79;ROPA/INDUMENTARIA
5;2014-10-20;888_2;V3;694.0;300.7;601.4;1;2014-11-10;2014-11-18;300.7;0.0;0.0;;1;17.0;1;1;1;1625.0;alquilada;1;ARGENTINA ;49;F;VIUDA ;2;4665;MAESTRANZA ;79;ROPA/INDUMENTARIA
6;2013-10-04;53_2;V8;1188.0;255.4;1787.8;1;2013-11-10;2013-12-14;255.4;43.42;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
7;2013-10-07;57_2;V2;490.0;289.1;289.1;1;2013-11-10;2013-12-14;289.1;49.15;0.0;;1;8.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;CALZADOS UNISEX
8;2013-10-04;53_2;V8;1188.0;255.4;1532.4;2;2013-12-10;2013-12-14;255.4;5.11;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
9;2013-10-07;57_2;V2;490.0;289.1;0.0;2;2013-12-10;2013-12-14;289.1;5.78;0.0;;1;8.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;CALZADOS UNISEX
10;2013-10-04;53_2;V8;1188.0;255.4;1277.0;3;2014-01-10;2014-01-03;255.4;0.0;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
11;2013-10-04;53_2;V8;1188.0;255.4;1021.6;4;2014-02-10;2014-03-10;255.4;35.76;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
12;2013-12-30;205_2;V3;729.0;308.6;617.2;1;2014-02-10;2014-03-10;308.6;43.2;0.0;;1;475.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;JUGUETERIA
13;2013-10-04;53_2;V8;1188.0;255.4;766.2;5;2014-03-10;2014-04-11;255.4;40.86;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
14;2013-12-30;205_2;V3;729.0;308.6;0.0;3;2014-04-10;2014-05-19;308.6;60.18;0.0;;1;475.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;JUGUETERIA
15;2013-12-30;205_2;V3;729.0;308.6;308.6;2;2014-03-10;2014-05-12;308.6;97.21;0.0;;1;475.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;JUGUETERIA
16;2013-10-04;53_2;V8;1188.0;255.4;661.58;6;2014-04-10;2014-09-04;104.62;195.38;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
17;2013-10-04;53_2;V8;1188.0;255.4;0.0;20;2014-09-04;2014-09-04;0.0;0.0;0.0;;1;27.0;2;2;3;1625.0;alquilada;1;ARGENTINA;53;F;CASADA;1;16;;249;ROPA DE BEBE
18;2014-02-12;305_2;V6;1500.0;400.0;2000.0;1;2014-03-10;2014-03-12;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
19;2014-02-12;305_2;V6;1500.0;400.0;1200.0;3;2014-05-10;2014-05-09;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
20;2014-02-12;305_2;V6;1500.0;400.0;1600.0;2;2014-04-10;2014-04-08;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
21;2014-02-12;305_2;V6;1500.0;400.0;800.0;4;2014-06-10;2014-06-07;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
22;2014-02-12;305_2;V6;1500.0;400.0;400.0;5;2014-07-10;2014-07-08;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
23;2014-02-12;305_2;V6;1500.0;400.0;0.0;6;2014-08-10;2014-08-09;400.0;0.0;0.0;;1;166.0;3;3;8;1631.0;alquilada;1;ARGENTINO;38;M;CASADO;2;2142;;85;CORRALON
24;2016-08-12;1652_2;V3;1900.0;861.0;1722.0;1;2016-09-10;2016-09-05;861.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
25;2016-08-12;1652_2;V3;1900.0;861.0;861.0;2;2016-10-10;2016-10-06;861.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
26;2016-08-12;1652_2;V3;1900.0;861.0;0.0;3;2016-11-10;2016-11-07;861.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
27;2016-12-13;1904_2;V3;1580.0;717.0;0.0;3;2017-03-10;2017-03-06;717.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
28;2017-03-10;2150_2;V3;2820.0;1279.0;2558.0;1;2017-04-10;2017-04-05;1279.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
29;2017-03-10;2150_2;V3;2820.0;1279.0;1279.0;2;2017-05-10;2017-05-05;1279.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
30;2017-06-08;2335_2;V5;5000.0;1500.0;4500.0;2;2017-08-10;2017-08-04;1500.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
31;2017-06-08;2335_2;V5;5000.0;1500.0;3000.0;3;2017-09-10;2017-09-06;1500.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
32;2017-06-08;2335_2;V5;5000.0;1500.0;0.0;5;2017-11-10;2017-10-11;1500.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
33;2017-06-08;2335_2;V5;5000.0;1500.0;1500.0;4;2017-10-10;2017-10-06;1500.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
34;2017-10-11;2592_2;V6;10000.0;2670.0;13350.0;1;2017-11-10;2017-11-07;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
35;2017-10-11;2592_2;V6;10000.0;2670.0;10680.0;2;2017-12-10;2017-12-06;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
36;2017-10-11;2592_2;V6;10000.0;2670.0;2670.0;5;2018-03-10;2018-03-06;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
37;2018-02-07;2793_2;V6;10000.0;2670.0;10680.0;2;2018-04-10;2018-04-09;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
38;2016-12-13;1904_2;V3;1580.0;717.0;1434.0;1;2017-01-10;2017-01-09;717.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
39;2016-12-13;1904_2;V3;1580.0;717.0;717.0;2;2017-02-10;2017-02-06;717.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
40;2018-02-07;2793_2;V6;10000.0;2670.0;8010.0;3;2018-05-10;2018-05-07;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
41;2018-02-07;2793_2;V6;10000.0;2670.0;5340.0;4;2018-06-10;2018-06-06;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
42;2018-02-07;2793_2;V6;10000.0;2670.0;2670.0;5;2018-07-10;2018-06-30;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
43;2018-02-07;2793_2;V6;10000.0;2670.0;0.0;6;2018-08-10;2018-06-30;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
44;2018-05-15;2911_2;V6;10000.0;2670.0;8010.0;3;2018-08-10;2018-08-06;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
45;2017-10-11;2592_2;V6;10000.0;2670.0;8010.0;3;2018-01-10;2018-01-08;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
46;2017-10-11;2592_2;V6;10000.0;2670.0;5340.0;4;2018-02-10;2018-02-05;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
47;2018-02-07;2793_2;V6;10000.0;2670.0;13350.0;1;2018-03-10;2018-03-06;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
48;2017-03-10;2150_2;V3;2820.0;1279.0;0.0;3;2017-06-10;2017-06-06;1279.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
49;2017-06-08;2335_2;V5;5000.0;1500.0;6000.0;1;2017-07-10;2017-07-06;1500.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
50;2017-10-11;2592_2;V6;10000.0;2670.0;0.0;6;2018-04-10;2018-04-09;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
51;2018-05-15;2911_2;V6;10000.0;2670.0;13350.0;1;2018-06-10;2018-06-08;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
52;2018-05-15;2911_2;V6;10000.0;2670.0;10680.0;2;2018-07-10;2018-07-05;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
53;2018-05-15;2911_2;V6;10000.0;2670.0;5340.0;4;2018-09-10;2018-09-07;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
54;2018-08-10;2989_2;V2;700.0;434.0;0.0;2;2018-10-10;2018-10-05;434.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
55;2018-08-10;2989_2;V2;700.0;434.0;434.0;1;2018-09-10;2018-09-07;434.0;0.0;0.0;;1;8.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;CALZADOS UNISEX
56;2018-05-15;2911_2;V6;10000.0;2670.0;2670.0;5;2018-10-10;2018-10-05;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
57;2018-05-15;2911_2;V6;10000.0;2670.0;0.0;6;2018-11-10;2018-11-08;2670.0;0.0;0.0;;1;1.0;4;4;58;1625.0;alquilada;1;ARGENTINA;41;F;CASADA;0;3970;OPERARIO;33;
58;2016-12-13;1902_2;V2;455.0;282.0;282.0;1;2017-01-10;2017-01-17;25.0;0.88;0.0;;1;8.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;CALZADOS UNISEX
59;2016-11-30;1869_2;V2;1000.0;610.0;0.0;2;2017-02-10;2017-01-17;610.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
60;2016-12-13;1902_2;V2;455.0;282.0;0.0;2;2017-02-10;2017-01-31;282.0;0.0;0.0;;1;8.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;CALZADOS UNISEX
61;2017-01-10;2005_2;V2;800.0;488.0;576.0;1;2017-02-10;2017-01-31;400.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
62;2017-01-10;2005_2;V2;800.0;488.0;488.0;1;2017-02-10;2017-02-03;88.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
63;2017-01-09;2001_2;V2;459.0;285.0;0.0;2;2017-03-10;2017-02-03;285.0;0.0;0.0;;1;473.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;REGALERIA
64;2017-01-10;2005_2;V2;800.0;488.0;0.0;2;2017-03-10;2017-02-03;488.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
65;2017-02-03;2074_2;V3;3000.0;1330.0;1330.0;2;2017-04-10;2017-04-04;1330.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
66;2017-03-07;2142_2;V1;500.0;560.0;0.0;1;2017-04-10;2017-04-04;560.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
67;2017-02-03;2074_2;V3;3000.0;1330.0;0.0;3;2017-05-10;2017-05-04;1330.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
68;2017-04-04;2204_2;V2;1000.0;600.0;600.0;1;2017-05-10;2017-05-04;600.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
69;2017-06-05;2331_2;V4;2000.0;700.0;2100.0;1;2017-07-10;2017-08-03;700.0;108.5;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
70;2017-05-04;2270_2;V3;1500.0;650.0;650.0;2;2017-07-10;2017-08-03;650.0;100.75;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
71;2017-05-04;2270_2;V3;1500.0;650.0;0.0;3;2017-08-10;2017-08-03;650.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
72;2017-06-05;2331_2;V4;2000.0;700.0;1400.0;2;2017-08-10;2017-08-03;700.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
73;2017-06-05;2331_2;V4;2000.0;700.0;0.0;4;2017-10-10;2017-10-05;700.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
74;2017-08-03;2457_2;V3;2000.0;867.0;867.0;2;2017-10-10;2017-10-05;867.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
75;2017-09-13;2543_2;V3;2000.0;867.0;1734.0;1;2017-10-10;2017-10-05;867.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
76;2017-08-03;2457_2;V3;2000.0;867.0;0.0;3;2017-11-10;2017-11-03;867.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
77;2017-09-13;2543_2;V3;2000.0;867.0;867.0;2;2017-11-10;2017-11-03;867.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
78;2017-10-05;2579_2;V3;2000.0;870.0;1740.0;1;2017-11-10;2017-11-03;870.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
79;2017-10-05;2579_2;V3;2000.0;870.0;870.0;2;2017-12-10;2017-12-11;870.0;4.35;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
80;2017-09-13;2543_2;V3;2000.0;867.0;0.0;3;2017-12-10;2017-12-11;867.0;4.34;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
81;2017-11-03;2652_2;V2;2000.0;1200.0;1685.0;1;2017-12-10;2017-12-11;715.0;6.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
82;2017-12-20;2727_2;V2;4000.0;2400.0;0.0;2;2018-03-10;2018-03-05;2400.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
83;2016-11-30;1869_2;V2;1000.0;610.0;610.0;1;2017-01-10;2017-01-05;610.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
84;2016-12-13;1902_2;V2;455.0;282.0;307.0;1;2017-01-10;2017-01-05;257.0;0.0;0.0;;1;8.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;CALZADOS UNISEX
85;2017-01-09;2001_2;V2;459.0;285.0;285.0;1;2017-02-10;2017-01-31;285.0;0.0;0.0;;1;473.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;REGALERIA
86;2017-02-03;2074_2;V3;3000.0;1330.0;2660.0;1;2017-03-10;2017-03-07;1330.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
87;2017-04-04;2204_2;V2;1000.0;600.0;0.0;2;2017-06-10;2017-06-05;600.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
88;2017-11-03;2652_2;V2;2000.0;1200.0;1200.0;1;2017-12-10;2017-12-18;485.0;16.98;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
89;2017-10-05;2579_2;V3;2000.0;870.0;0.0;3;2018-01-10;2018-01-05;870.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
90;2017-11-03;2652_2;V2;2000.0;1200.0;600.0;2;2018-01-10;2018-01-05;600.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
91;2017-11-03;2652_2;V2;2000.0;1200.0;0.0;2;2018-01-10;2018-02-05;600.0;93.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
92;2017-12-20;2727_2;V2;4000.0;2400.0;3026.0;1;2018-02-10;2018-02-05;1774.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
93;2017-12-20;2727_2;V2;4000.0;2400.0;2400.0;1;2018-02-10;2018-02-08;626.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
94;2018-02-08;2794_2;V2;1000.0;600.0;600.0;1;2018-03-10;2018-03-05;600.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
95;2018-02-16;2804_2;V2;1500.0;900.0;900.0;1;2018-03-10;2018-03-05;900.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
96;2017-05-04;2270_2;V3;1500.0;650.0;1300.0;1;2017-06-10;2017-06-05;650.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
97;2017-06-05;2331_2;V4;2000.0;700.0;700.0;3;2017-09-10;2017-09-08;700.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
98;2017-08-03;2457_2;V3;2000.0;867.0;1734.0;1;2017-09-10;2017-09-08;867.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
99;2018-02-08;2794_2;V2;1000.0;600.0;0.0;2;2018-04-10;2018-04-06;600.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
100;2018-02-16;2804_2;V2;1500.0;900.0;0.0;2;2018-04-10;2018-04-06;900.0;0.0;0.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
101;2018-03-05;2830_2;V3;3000.0;1300.0;2600.0;1;2018-04-10;2018-04-06;1300.0;0.0;2600.0;;1;1.0;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
102;2018-03-05;2830_2;V3;3000.0;1300.0;2600.0;3;2018-06-10;;;;;1300.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
103;2018-03-05;2830_2;V3;3000.0;1300.0;2600.0;2;2018-05-10;;;;;1300.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
104;2018-03-26;1219_1;V1;490.0;550.0;550.0;1;2018-05-10;;;;;550.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;SUPERMERCADO
105;2018-04-06;2869_2;V2;1000.0;600.0;1200.0;2;2018-06-10;;;;;600.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
106;2018-04-06;2869_2;V2;1000.0;600.0;1200.0;1;2018-05-10;;;;;600.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
107;2018-04-12;1227_1;V1;295.0;330.0;330.0;1;2018-05-10;;;;;330.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;SUPERMERCADO
108;2018-04-24;2888_2;V1;500.0;550.0;550.0;1;2018-06-10;;;;;550.0;1;;5;5;1;1625.0;alquilada;1;ARGENTINA;53;F;SOLTERA;0;4643;;;
109;2013-11-05;95_2;V1;177.16;193.1;0.0;1;2013-12-10;2013-12-20;193.1;9.65;0.0;;1;561.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;SUPERMERCADO
110;2013-10-28;86_2;V1;134.27;146.4;0.0;1;2013-12-10;2013-12-20;146.4;7.32;0.0;;1;561.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;SUPERMERCADO
111;2013-12-27;197_2;V2;439.0;259.0;259.0;1;2014-02-10;2014-02-28;259.0;36.26;0.0;;1;8.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;CALZADOS UNISEX
112;2013-12-27;197_2;V2;439.0;259.0;0.0;2;2014-03-10;2014-04-01;259.0;40.15;0.0;;1;8.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;CALZADOS UNISEX
113;2014-03-05;344_2;V1;174.0;191.4;0.0;1;2014-04-10;2014-04-17;191.4;6.7;0.0;;1;561.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;SUPERMERCADO
114;2014-04-22;34_1;V2;608.0;364.8;722.04;1;2014-05-10;2014-06-16;7.56;67.49;0.0;;1;339.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;BLANQUERIA
115;2014-04-22;34_1;V2;608.0;364.8;364.8;1;2014-06-10;2015-01-28;0.0;300.0;0.0;;1;339.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;BLANQUERIA
116;2014-04-22;34_1;V2;608.0;364.8;625.65;1;2014-05-10;2014-11-01;96.39;262.57;0.0;;1;339.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;BLANQUERIA
117;2014-04-22;34_1;V2;608.0;364.8;364.8;1;2014-05-10;2015-01-07;260.85;91.15;0.0;;1;339.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;BLANQUERIA
118;2014-04-22;34_1;V2;608.0;364.8;200.8;2;2014-06-10;2015-03-10;164.0;196.0;0.0;;1;339.0;6;6;1;1625.0;alquilada;1;ARGENTINA;64;F;CASADA;0;4108;;;BLANQUERIA
